Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Issue_Status,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Library_Shift,Transaction_Mode,Feedback_Rating,Student_Name,Gender,Age,Department,Year_of_Study,Section,Roll_Number,Student_Type,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,Mobile_Number,Email_ID,City,State,Book_Title,Author_Name,Publisher,Book_Category,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Book_Condition,Damage_Report,Publication_Year,Pages,Binding_Type,Edition_Type,Print_Type,Genre,Country_of_Publication
I3129,S1041,B2127,14-09-2025,28-09-2025,02-10-2025,Returned,17.0,1.0,30.0,2,54.0,18,Math,No,0,L529,Morning,Offline,1,Student_41,Male,18,ECE,1.0,C,6,Regular,2021,4,5.13,64,Average,Yes,DayScholar,9187104772,student41@college.edu,Vijayawada,AP,Book_127,Author_127,McGraw Hill,Programming,1554012905.0,3.0,Hindi,711.76,17.0,No,Good,,2023.0,704.0,Hardcover,Revised,Black&White,Textbook,India
I3100,S1037,B2101,19-02-2025,05-03-2025,01-03-2025,Returned,14.0,3.0,0.0,7,71.0,2,Science,No,0,L500,Evening,Offline,1,Student_37,Female,21,ME,4.0,B,53,Lateral,2023,2,8.95,90,Good,Yes,Hostel,9685655681,student37@college.edu,Hyderabad,AP,Book_101,Author_101,Oxford,Electronics,9692950124.0,4.0,Telugu,938.59,13.0,No,Average,,2018.0,783.0,Paperback,First,Black&White,Reference,India
I3153,S1028,B2101,06-01-2025,20-01-2025,20-01-2025,Returned,22.0,1.0,10.0,9,97.0,14,Mechanical,No,2,L553,Evening,Online,2,Student_28,Female,22,EEE,4.0,C,8,Regular,2024,6,9.78,84,Average,Yes,Hostel,9990729047,student28@college.edu,Hyderabad,AP,Book_101,Author_101,Oxford,Electronics,9692950124.0,4.0,Telugu,938.59,13.0,No,Average,,2018.0,783.0,Paperback,First,Black&White,Reference,India
I3101,S1135,B2111,13-09-2025,27-09-2025,29-09-2025,Returned,8.0,3.0,30.0,5,53.0,12,Mechanical,No,1,L501,Morning,Offline,2,Student_135,Male,20,ECE,2.0,A,16,Regular,2021,6,8.38,85,Poor,Yes,Hostel,9555055722,student135@college.edu,Vizag,AP,Book_111,Author_111,Pearson,Electronics,5896017613.0,1.0,English,505.88,5.0,Yes,Average,Major,2022.0,748.0,Paperback,First,Black&White,Textbook,India
I3108,S1101,B2115,30-03-2025,13-04-2025,09-04-2025,Returned,18.0,3.0,30.0,1,66.0,13,Electronics,No,5,L508,Evening,Offline,3,Student_101,Female,24,CSE,4.0,B,62,Lateral,2023,2,9.78,85,Good,Yes,DayScholar,9239229126,student101@college.edu,Vizag,AP,Book_115,Author_115,Elsevier,Science,4180288939.0,,Telugu,542.02,24.0,Yes,Damaged,Major,2020.0,126.0,Paperback,First,Black&White,Guide,USA
I3111,S1107,B2017,24-03-2025,07-04-2025,09-04-2025,Returned,20.0,2.0,10.0,8,51.0,2,Programming,Yes,1,L511,Morning,Online,4,Student_107,Male,19,CSE,1.0,A,14,Lateral,2021,7,9.0,83,Poor,Yes,Hostel,9889200018,student107@college.edu,Vijayawada,AP,Book_17,Author_17,Pearson,Science,5893993062.0,1.0,Telugu,470.45,3.0,Yes,Average,,2022.0,512.0,Paperback,Second,Color,Reference,India
I3177,S1103,B2017,30-06-2025,14-07-2025,,Not Returned,24.0,3.0,30.0,5,34.0,10,Civil,Yes,2,L577,Morning,Offline,4,Student_103,Male,18,CSE,4.0,B,33,Lateral,2021,3,6.99,85,Poor,No,DayScholar,9773585401,student103@college.edu,Vizag,AP,Book_17,Author_17,Pearson,Science,5893993062.0,1.0,Telugu,470.45,3.0,Yes,Average,,2022.0,512.0,Paperback,Second,Color,Reference,India
I3118,S1008,B2049,27-07-2025,10-08-2025,06-08-2025,Returned,10.0,1.0,20.0,9,29.0,8,Math,No,1,L518,Evening,Online,4,Student_8,Female,18,ME,2.0,B,36,Lateral,2023,4,6.33,81,Poor,No,Hostel,9335409190,student8@college.edu,Rajahmundry,AP,Book_49,Author_49,McGraw Hill,Civil,4245623414.0,5.0,Hindi,550.64,40.0,No,Average,Major,2020.0,510.0,Hardcover,First,Black&White,Reference,India
I3120,S1018,B2049,16-08-2025,30-08-2025,,Not Returned,12.0,3.0,0.0,3,98.0,8,Mechanical,Yes,4,L520,Morning,Offline,2,Student_18,Female,20,EEE,4.0,B,79,Regular,2022,7,7.91,60,Excellent,No,Hostel,9434218251,student18@college.edu,Vizag,AP,Book_49,Author_49,McGraw Hill,Civil,4245623414.0,5.0,Hindi,550.64,40.0,No,Average,Major,2020.0,510.0,Hardcover,First,Black&White,Reference,India
I3124,S1030,B2133,07-01-2025,21-01-2025,,Not Returned,22.0,3.0,30.0,8,69.0,12,Math,Yes,5,L524,Morning,Offline,5,Student_30,Male,21,Civil,2.0,B,13,Regular,2023,5,6.72,88,Poor,No,DayScholar,9821086395,student30@college.edu,Vijayawada,AP,Book_133,Author_133,Springer,Science,8845090505.0,3.0,Hindi,250.88,19.0,Yes,Damaged,,2019.0,740.0,Hardcover,Revised,Black&White,Reference,India
I3151,S1097,B2133,05-10-2025,19-10-2025,,Not Returned,8.0,1.0,30.0,8,70.0,11,Mechanical,No,4,L551,Morning,Offline,1,Student_97,Female,19,EEE,2.0,B,46,Lateral,2024,7,7.62,61,Average,Yes,Hostel,9343908514,student97@college.edu,Rajahmundry,AP,Book_133,Author_133,Springer,Science,8845090505.0,3.0,Hindi,250.88,19.0,Yes,Damaged,,2019.0,740.0,Hardcover,Revised,Black&White,Reference,India
I3155,S1058,B2013,08-10-2025,22-10-2025,23-10-2025,Returned,30.0,2.0,0.0,8,27.0,17,Science,Yes,5,L555,Evening,Offline,5,Student_58,Male,24,Civil,2.0,C,66,Lateral,2024,4,5.58,95,Good,Yes,DayScholar,9287194929,student58@college.edu,Rajahmundry,AP,Book_13,Author_13,Oxford,Math,1476579945.0,1.0,Hindi,506.68,27.0,No,Damaged,,2020.0,304.0,Hardcover,Second,Black&White,Guide,USA
I3127,S1065,B2060,13-09-2025,27-09-2025,24-09-2025,Returned,9.0,3.0,20.0,6,29.0,18,Mechanical,Yes,0,L527,Morning,Offline,4,Student_65,Male,18,ECE,1.0,C,79,Regular,2021,2,6.83,66,Excellent,Yes,DayScholar,9927808233,student65@college.edu,Vijayawada,AP,Book_60,Author_60,McGraw Hill,Civil,9691852455.0,5.0,English,520.79,49.0,Yes,Average,Major,2021.0,489.0,Paperback,First,Black&White,Reference,UK
I3128,S1005,B2031,10-02-2025,24-02-2025,22-02-2025,Returned,29.0,2.0,30.0,4,74.0,4,Electronics,No,2,L528,Morning,Offline,3,Student_5,Female,23,CSE,1.0,A,61,Lateral,2022,1,6.43,92,Excellent,Yes,DayScholar,9581119603,student5@college.edu,Vijayawada,AP,Book_31,Author_31,Elsevier,Electronics,6328994672.0,1.0,Hindi,703.41,30.0,Yes,Good,Major,2021.0,656.0,Paperback,Revised,Color,Reference,UK
I3198,S1160,B2016,09-07-2025,23-07-2025,,Not Returned,24.0,2.0,0.0,5,95.0,17,Math,Yes,3,L598,Evening,Offline,1,Student_160,Female,19,EEE,1.0,B,72,Lateral,2021,5,7.94,60,Excellent,No,DayScholar,9365880277,student160@college.edu,Vijayawada,AP,Book_16,Author_16,Elsevier,Science,7018992193.0,5.0,English,411.7,46.0,Yes,Good,Minor,2021.0,514.0,Hardcover,First,Black&White,Guide,UK
I3135,S1026,B2056,30-11-2025,14-12-2025,14-12-2025,Returned,26.0,1.0,20.0,4,94.0,8,Science,No,3,L535,Evening,Online,2,Student_26,Male,21,EEE,2.0,C,11,Regular,2023,5,6.95,63,Excellent,Yes,DayScholar,9335143686,student26@college.edu,Vijayawada,AP,Book_56,Author_56,Pearson,Math,3421855792.0,2.0,Telugu,985.86,32.0,Yes,Damaged,Major,2021.0,700.0,Paperback,Second,Color,Guide,India
I3144,S1110,B2056,11-01-2025,25-01-2025,31-01-2025,Returned,23.0,3.0,0.0,3,45.0,19,Programming,No,2,L544,Morning,Offline,4,Student_110,Male,22,ECE,2.0,C,53,Regular,2021,3,8.63,98,Good,No,Hostel,9987779092,student110@college.edu,Vijayawada,AP,Book_56,Author_56,Pearson,Math,3421855792.0,2.0,Telugu,985.86,32.0,Yes,Damaged,Major,2021.0,700.0,Paperback,Second,Color,Guide,India
I3193,S1026,B2063,23-01-2025,06-02-2025,08-02-2025,Returned,19.0,1.0,10.0,1,89.0,16,Electronics,Yes,5,L593,Morning,Online,1,Student_26,Male,21,EEE,2.0,C,11,Regular,2023,5,6.95,63,Excellent,Yes,DayScholar,9335143686,student26@college.edu,Vijayawada,AP,Book_63,Author_63,Pearson,Math,4582096924.0,3.0,Hindi,460.06,39.0,Yes,Good,,2023.0,418.0,Paperback,Revised,Black&White,Textbook,India
I3139,S1052,B2112,01-11-2025,15-11-2025,,Not Returned,27.0,0.0,10.0,8,34.0,15,Programming,Yes,0,L539,Morning,Online,2,Student_52,Female,23,EEE,1.0,A,66,Regular,2023,2,9.96,75,Average,No,Hostel,9851792922,student52@college.edu,Vijayawada,AP,Book_112,Author_112,Pearson,Civil,8920008448.0,5.0,English,818.02,20.0,No,Average,,2023.0,273.0,Hardcover,First,Color,Textbook,USA
I3172,S1169,B2112,04-09-2025,18-09-2025,,Not Returned,21.0,1.0,0.0,8,44.0,20,Mechanical,No,1,L572,Evening,Offline,4,Student_169,Female,18,ME,1.0,C,22,Lateral,2021,8,8.03,76,Poor,Yes,DayScholar,9457460583,student169@college.edu,Vizag,AP,Book_112,Author_112,Pearson,Civil,8920008448.0,5.0,English,818.02,20.0,No,Average,,2023.0,273.0,Hardcover,First,Color,Textbook,USA
I3142,S1108,B2103,30-05-2025,13-06-2025,09-06-2025,Returned,22.0,3.0,10.0,8,89.0,20,Math,Yes,3,L542,Morning,Online,4,Student_108,Female,20,CSE,4.0,C,49,Regular,2024,2,9.03,66,Good,Yes,DayScholar,9635839916,student108@college.edu,Vizag,AP,Book_103,Author_103,Pearson,Science,3795169605.0,4.0,Telugu,495.33,7.0,Yes,Good,Minor,2019.0,506.0,Paperback,Second,Black&White,Textbook,India
I3145,S1142,B2103,21-10-2025,04-11-2025,31-10-2025,Returned,28.0,2.0,20.0,1,75.0,4,Civil,Yes,1,L545,Morning,Offline,2,Student_142,Male,20,EEE,1.0,C,14,Regular,2023,4,9.52,78,Average,Yes,DayScholar,9829859860,student142@college.edu,Hyderabad,AP,Book_103,Author_103,Pearson,Science,3795169605.0,4.0,Telugu,495.33,7.0,Yes,Good,Minor,2019.0,506.0,Paperback,Second,Black&White,Textbook,India
I3148,S1124,B2103,31-05-2025,14-06-2025,16-06-2025,Returned,14.0,3.0,30.0,4,65.0,11,Programming,No,3,L548,Evening,Offline,3,Student_124,Female,23,ECE,1.0,C,4,Regular,2022,7,9.4,66,Average,Yes,DayScholar,9243552755,student124@college.edu,Hyderabad,AP,Book_103,Author_103,Pearson,Science,3795169605.0,4.0,Telugu,495.33,7.0,Yes,Good,Minor,2019.0,506.0,Paperback,Second,Black&White,Textbook,India
I3152,S1061,B2074,04-09-2025,18-09-2025,18-09-2025,Returned,26.0,1.0,10.0,10,17.0,19,Science,Yes,2,L552,Evening,Online,3,Student_61,Male,18,EEE,1.0,A,12,Lateral,2024,1,9.26,92,Average,Yes,DayScholar,9310793368,student61@college.edu,Vizag,AP,Book_74,Author_74,Elsevier,Civil,1111926410.0,5.0,Hindi,296.54,46.0,No,Damaged,,2024.0,308.0,Paperback,Second,Black&White,Textbook,UK
I3171,S1076,B2139,24-10-2025,07-11-2025,09-11-2025,Returned,24.0,0.0,20.0,2,68.0,8,Electronics,Yes,1,L571,Morning,Online,4,Student_76,Female,23,CSE,2.0,A,48,Regular,2021,7,8.29,60,Average,No,Hostel,9680403464,student76@college.edu,Vijayawada,AP,Book_139,Author_139,McGraw Hill,Civil,7593006741.0,2.0,Hindi,206.84,44.0,,Damaged,Minor,2021.0,149.0,Paperback,First,Black&White,Reference,USA
I3173,S1115,B2099,19-08-2025,02-09-2025,31-08-2025,Returned,24.0,0.0,10.0,5,44.0,5,Programming,Yes,4,L573,Morning,Online,1,Student_115,Female,22,EEE,4.0,A,74,Regular,2023,7,9.93,88,Excellent,No,DayScholar,9378583959,student115@college.edu,Rajahmundry,AP,Book_99,Author_99,Elsevier,Math,9263001342.0,4.0,English,896.08,6.0,Yes,Good,Major,2020.0,296.0,Hardcover,Revised,Black&White,Guide,UK
I3175,S1038,B2155,14-04-2025,28-04-2025,,Not Returned,22.0,1.0,30.0,4,80.0,5,Civil,Yes,1,L575,Morning,Offline,1,Student_38,Female,20,CSE,1.0,A,13,Regular,2022,7,8.73,77,Average,Yes,DayScholar,9825074215,student38@college.edu,Rajahmundry,AP,Book_155,Author_155,McGraw Hill,Math,7507571699.0,3.0,Hindi,350.98,33.0,Yes,Average,,2018.0,391.0,Hardcover,First,Black&White,Guide,India
I3194,S1077,B2134,19-01-2025,02-02-2025,03-02-2025,Returned,25.0,2.0,0.0,10,74.0,19,Math,No,0,L594,Morning,Offline,4,Student_77,Male,20,CSE,4.0,A,71,Regular,2022,4,5.12,68,Average,Yes,Hostel,9469243592,student77@college.edu,Vijayawada,AP,Book_134,Author_134,McGraw Hill,Electronics,7189713568.0,3.0,English,594.78,47.0,No,Average,,2020.0,378.0,Hardcover,First,Color,Guide,UK
